Series Name,Series Code,Level,Level2,Country Name,Country Code,YR1999 [YR1999],YR2000 [YR2000],YR2001 [YR2001],YR2002 [YR2002],YR2003 [YR2003],YR2004 [YR2004],YR2005 [YR2005],YR2006 [YR2006],YR2007 [YR2007],YR2008 [YR2008],YR2009 [YR2009],YR2010 [YR2010],YR2011 [YR2011],YR2012 [YR2012],YR2013 [YR2013],YR2014 [YR2014],YR2015 [YR2015],YR2016 [YR2016],YR2017 [YR2017],YR2018 [YR2018],YR2019 [YR2019]
Education services outreach,FA.MIX.EDCO,Ecuador,,COAC Textil 14 de Marzo (178531),178531,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,COAC Tulcan (115855),115855,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,COAC Unión Popular (101736),101736,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,COAC Virgen del Cisne (147887),147887,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200,250,100,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,COCA (170146),170146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,Coop. Maquita Cushunchic Ltda (100548),100548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,COOPROGRESO (101440),101440,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14430,18203,19264,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,ECLOF - ECU (100576),100576,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,FACES (101630),101630,..,..,..,..,..,..,..,..,..,..,..,0,88,..,572,..,2001,6013,3038,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,FED (100246),100246,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,FINCA - ECU (100482),100482,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3275,200,916,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,Fundación Alternativa (100774),100774,..,..,..,..,..,..,..,..,..,..,..,1523,2500,..,572,..,13261,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,Fundación Espoir (100214),100214,..,..,..,..,..,..,..,..,..,..,..,53146,35324,..,49629,..,35882,34312,35742,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,FUNDAMIC (100892),100892,..,..,..,..,..,..,..,..,..,..,..,0,163,..,..,..,1209,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,INSOTEC (100465),100465,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,224,251,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,Pichincha Microfinanzas (100565),100565,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,ProCredit - ECU (100584),100584,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,SAC PELILEO (178017),178017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,UCADE Ambato (101093),101093,..,..,..,..,..,..,..,..,..,..,..,3000,..,..,..,..,5700,..,5860,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,UCADE Guaranda (101091),101091,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,UCADE Latacunga (101090),101090,..,..,..,..,..,..,..,..,..,..,..,4702,1042,..,13158,..,3361,3222,2913,..,..
Education services outreach,FA.MIX.EDCO,Ecuador,,UCADE Santo Domingo (101094),101094,..,..,..,..,..,..,..,..,..,..,..,4511,..,..,3405,..,3695,3632,3622,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,AMC de R.L. (100222),100222,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,900,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,Apoyo Integral (100749),100749,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,326,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,ASEI (100769),100769,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9697,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,Asociacion El Balsamo (101546),101546,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,BANCOFIT (100519),100519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,BANCOVI (100761),100761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,Caja Olocuilta (100693),100693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,CCAMETRO (100486),100486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,Credicampo (100310),100310,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,ENLACE (100502),100502,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17682,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,FADEMYPE (101554),101554,..,..,..,..,..,..,..,..,..,..,..,105,..,1100,..,435,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,FINCA - SLV (102099),102099,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,Fomenta (169020),169020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,FUNSALDE (100373),100373,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,Genesiss (100800),100800,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,Mentors - SLV (102499),102499,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,MICREDITO El Salvador (101608),101608,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,Optima (169021),169021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,454,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,PADECOMSMCREDITO (101612),101612,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,El Salvador,,ProCredit - SLV (100428),100428,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Grenada,,Caribbean Microfinance - GRD (100198),100198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Grenada,,GPSCU (115879),115879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,ADEL-IXCAN (169017),169017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,ADICLA (105702),105702,..,..,..,..,..,..,..,..,..,..,..,147,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,AGUDESA (100184),100184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,ASDIR-CREDIGUATE (100364),100364,..,..,..,..,..,..,..,..,..,..,..,100,..,250,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,Asociación Raíz (100318),100318,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,Asociación SHARE (101614),101614,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,AYNLA (100238),100238,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,BanCafé MIPYME (101071),101071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,CARE - GTM (113960),113960,..,..,..,..,..,..,..,..,..,..,..,4290,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,Compartamos - GTM (150386),150386,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,COOPEDEL R.L (170442),170442,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,CRYSOL (100137),100137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,FAFIDESS (100356),100356,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,FAPE (100651),100651,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,FIACG (101486),101486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,FINCA - GTM (100738),100738,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,FONDESOL (101782),101782,..,..,..,..,..,..,..,..,..,..,..,150,..,1350,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,Friendship Bridge (100367),100367,..,..,..,..,..,..,..,..,..,..,..,..,..,12083,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,Fundación MICROS (100484),100484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,Fundación Progresar - Guatemala (170443),170443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,FUNDEA (100672),100672,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,FUNDEMIX (101561),101561,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,FUNDESPE (100398),100398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,Génesis Empresarial (100655),100655,..,..,..,..,..,..,..,..,..,..,..,..,..,16584,..,..,..,..,34730,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,Mentors - GTM (102514),102514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,MUDE (100801),100801,..,..,..,..,..,..,..,..,..,..,..,225,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guatemala,,REFICOM RL (100293),100293,..,..,..,..,..,..,..,..,..,..,..,..,..,45,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Haiti,,ACME (100099),100099,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Haiti,,FINCA - HTI (100165),100165,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Haiti,,Fondespoir (100167),100167,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Haiti,,Fonkoze (100472),100472,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Haiti,,"Fonkoze Financial Services, S.A. (SFF) (101072)",101072,..,..,..,..,..,..,..,..,..,..,..,7996,..,..,..,..,..,..,520,7683,..
Education services outreach,FA.MIX.EDCO,Haiti,,MCN (100185),100185,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Haiti,,Palmis Mikwofinans Sosyal (104021),104021,..,..,..,..,..,..,..,..,..,..,..,8611,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Haiti,,SOGESOL (100177),100177,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Guyana,,IPED Guyana (144171),144171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,ADEPES (101537),101537,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,ADICH (100520),100520,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,670,111,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,ADRA Honduras (102100),102100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,AHSETFIN (115894),115894,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,AMC Honduras (170668),170668,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,Banco Popular (100333),100333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,BANHCAFE (101544),101544,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,Banrural - HND (101207),101207,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,CARE - CREEME (101385),101385,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,CCICH (101540),101540,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,COMIXMUL (126821),126821,..,..,..,..,..,..,..,..,..,..,..,..,..,876,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,Credisol OPDF (102126),102126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,FAMA OPDF (100209),100209,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,FHA (101557),101557,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,FINCA - HND (100417),100417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,FINSOL (100445),100445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,Fundación Adelante (100676),100676,..,..,..,..,..,..,..,..,..,..,..,5950,..,14,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,FUNDAHMICRO (100665),100665,..,..,..,..,..,..,..,..,..,..,..,..,..,150,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,FUNDEVI (101560),101560,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,FUNED OPDF (100710),100710,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,FUNHDE (101558),101558,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,HDH OPDF (100764),100764,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,IDH (100330),100330,..,..,..,..,..,..,..,..,..,..,..,240,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,INHDEI (101607),101607,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,Microfinanciera Prisma (102175),102175,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,ODEF Financiera (100322),100322,..,..,..,..,..,..,..,..,..,..,..,488,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,PILARH OPDF (101606),101606,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Honduras,,World Relief - HND (100283),100283,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Jamaica,,ACCESS (136283),136283,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Jamaica,,COKCU (163976),163976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Jamaica,,ECLOF - Jamaica (150430),150430,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Jamaica,,JNSBL (101384),101384,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Jamaica,,Micro Credit Ltd (101805),101805,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Jamaica,,NPCB (165338),165338,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Jamaica,,SCCU (141582),141582,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Jamaica,,STCCU (115982),115982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ABC Capital (102942),102942,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ACREIMEX (116021),116021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ADMIC (100750),100750,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Alcance Financiera (115504),115504,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ALFIN (104902),104902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ALSOL (101405),101405,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Alternativa 19 del Sur (102750),102750,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,AMEXTRA (101393),101393,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Apoyo Económico (102165),102165,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Apoyo Integral México (101700),101700,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Apoyo Social (101704),101704,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,APROS (101691),101691,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ASEFIMEX (115607),115607,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ASP Financiera (101795),101795,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ASPIRE Mexico (116396),116396,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,ATEMEXPA (101705),101705,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Avance (104898),104898,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Banco Forjadores (101697),101697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Benefitt (168965),168965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Bienestar (168969),168969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Bitechi Soluciones (101698),101698,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,CAFASA (101699),101699,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Caja Depac Poblana (101390),101390,..,..,..,..,..,..,..,..,..,..,..,950,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Caja Popular Mexicana (100599),100599,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Caja Popular Oblatos (102192),102192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,CAME (101387),101387,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9705,17976,13297,11452,..
Education services outreach,FA.MIX.EDCO,Mexico,,COCDEP (101694),101694,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,COFETI (175270),175270,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Compartamos Banco (100299),100299,..,..,..,..,..,..,..,..,..,..,..,..,194900,91851,..,..,1192342,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,Confia (165336),165336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Education services outreach,FA.MIX.EDCO,Mexico,,CONSER (102227),102227,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
